game_pk,date,away_team,away_score,home_score,home_team,win_team,lose_team,win_score,lose_score,final_score
717857,2023-06-08,Chicago White Sox,0,3,New York Yankees,New York Yankees,Chicago White Sox,3,0,3-0
717862,2023-06-08,Detroit Tigers,2,3,Philadelphia Phillies,Philadelphia Phillies,Detroit Tigers,3,2,3-2
717843,2023-06-08,Houston Astros,2,3,Toronto Blue Jays,Toronto Blue Jays,Houston Astros,3,2,3-2
717842,2023-06-08,Boston Red Sox,3,10,Cleveland Guardians,Cleveland Guardians,Boston Red Sox,10,3,10-3
717840,2023-06-08,New York Mets,10,13,Atlanta Braves,Atlanta Braves,New York Mets,13,10,13-10
717838,2023-06-08,Chicago Cubs,1,3,Los Angeles Angels,Los Angeles Angels,Chicago Cubs,3,1,3-1
717834,2023-06-09,Arizona Diamondbacks,11,6,Detroit Tigers,Arizona Diamondbacks,Detroit Tigers,11,6,11-6
717827,2023-06-09,Texas Rangers,3,8,Tampa Bay Rays,Tampa Bay Rays,Texas Rangers,8,3,8-3
717839,2023-06-09,Kansas City Royals,2,3,Baltimore Orioles,Baltimore Orioles,Kansas City Royals,3,2,3-2
717836,2023-06-09,New York Mets,7,14,Pittsburgh Pirates,Pittsburgh Pirates,New York Mets,14,7,14-7
717837,2023-06-09,Los Angeles Dodgers,4,5,Philadelphia Phillies,Philadelphia Phillies,Los Angeles Dodgers,5,4,5-4
717841,2023-06-09,Boston Red Sox,3,2,New York Yankees,Boston Red Sox,New York Yankees,3,2,3-2
717835,2023-06-09,Minnesota Twins,3,2,Toronto Blue Jays,Minnesota Twins,Toronto Blue Jays,3,2,3-2
717833,2023-06-09,Houston Astros,9,10,Cleveland Guardians,Cleveland Guardians,Houston Astros,10,9,10-9
717829,2023-06-09,Washington Nationals,2,3,Atlanta Braves,Atlanta Braves,Washington Nationals,3,2,3-2
717828,2023-06-09,Miami Marlins,1,2,Chicago White Sox,Chicago White Sox,Miami Marlins,2,1,2-1
717831,2023-06-09,Oakland Athletics,5,2,Milwaukee Brewers,Oakland Athletics,Milwaukee Brewers,5,2,5-2
717832,2023-06-09,Cincinnati Reds,4,7,St. Louis Cardinals,St. Louis Cardinals,Cincinnati Reds,7,4,7-4
717830,2023-06-09,San Diego Padres,9,6,Colorado Rockies,San Diego Padres,Colorado Rockies,9,6,9-6
717824,2023-06-09,Seattle Mariners,4,5,Los Angeles Angels,Los Angeles Angels,Seattle Mariners,5,4,5-4
717823,2023-06-09,Chicago Cubs,3,2,San Francisco Giants,Chicago Cubs,San Francisco Giants,3,2,3-2
717821,2023-06-10,Arizona Diamondbacks,5,0,Detroit Tigers,Arizona Diamondbacks,Detroit Tigers,5,0,5-0
717820,2023-06-10,Miami Marlins,5,1,Chicago White Sox,Miami Marlins,Chicago White Sox,5,1,5-1
717817,2023-06-10,Cincinnati Reds,8,4,St. Louis Cardinals,Cincinnati Reds,St. Louis Cardinals,8,4,8-4
717822,2023-06-10,Minnesota Twins,9,4,Toronto Blue Jays,Minnesota Twins,Toronto Blue Jays,9,4,9-4
717819,2023-06-10,San Diego Padres,3,2,Colorado Rockies,San Diego Padres,Colorado Rockies,3,2,3-2
717818,2023-06-10,Kansas City Royals,1,6,Baltimore Orioles,Baltimore Orioles,Kansas City Royals,6,1,6-1
717812,2023-06-10,New York Mets,5,1,Pittsburgh Pirates,New York Mets,Pittsburgh Pirates,5,1,5-1
717811,2023-06-10,Los Angeles Dodgers,9,0,Philadelphia Phillies,Los Angeles Dodgers,Philadelphia Phillies,9,0,9-0
717813,2023-06-10,Texas Rangers,8,4,Tampa Bay Rays,Texas Rangers,Tampa Bay Rays,8,4,8-4
717816,2023-06-10,Washington Nationals,4,6,Atlanta Braves,Atlanta Braves,Washington Nationals,6,4,6-4
717814,2023-06-10,Oakland Athletics,2,1,Milwaukee Brewers,Oakland Athletics,Milwaukee Brewers,2,1,2-1
717815,2023-06-10,Houston Astros,6,4,Cleveland Guardians,Houston Astros,Cleveland Guardians,6,4,6-4
717826,2023-06-10,Chicago Cubs,4,0,San Francisco Giants,Chicago Cubs,San Francisco Giants,4,0,4-0
717825,2023-06-10,Boston Red Sox,1,3,New York Yankees,New York Yankees,Boston Red Sox,3,1,3-1
717809,2023-06-10,Seattle Mariners,6,2,Los Angeles Angels,Seattle Mariners,Los Angeles Angels,6,2,6-2
717804,2023-06-11,Arizona Diamondbacks,7,5,Detroit Tigers,Arizona Diamondbacks,Detroit Tigers,7,5,7-5
717802,2023-06-11,Houston Astros,0,5,Cleveland Guardians,Cleveland Guardians,Houston Astros,5,0,5-0
717808,2023-06-11,Kansas City Royals,3,11,Baltimore Orioles,Baltimore Orioles,Kansas City Royals,11,3,11-3
717803,2023-06-11,New York Mets,1,2,Pittsburgh Pirates,Pittsburgh Pirates,New York Mets,2,1,2-1
717806,2023-06-11,Los Angeles Dodgers,3,7,Philadelphia Phillies,Philadelphia Phillies,Los Angeles Dodgers,7,3,7-3
717807,2023-06-11,Washington Nationals,6,2,Atlanta Braves,Washington Nationals,Atlanta Braves,6,2,6-2
717805,2023-06-11,Minnesota Twins,6,7,Toronto Blue Jays,Toronto Blue Jays,Minnesota Twins,7,6,7-6
717801,2023-06-11,Texas Rangers,3,7,Tampa Bay Rays,Tampa Bay Rays,Texas Rangers,7,3,7-3
717795,2023-06-11,Miami Marlins,6,5,Chicago White Sox,Miami Marlins,Chicago White Sox,6,5,6-5
717800,2023-06-11,Oakland Athletics,8,6,Milwaukee Brewers,Oakland Athletics,Milwaukee Brewers,8,6,8-6
717797,2023-06-11,Cincinnati Reds,4,3,St. Louis Cardinals,Cincinnati Reds,St. Louis Cardinals,4,3,4-3
717798,2023-06-11,San Diego Padres,4,5,Colorado Rockies,Colorado Rockies,San Diego Padres,5,4,5-4
717796,2023-06-11,Chicago Cubs,3,13,San Francisco Giants,San Francisco Giants,Chicago Cubs,13,3,13-3
717799,2023-06-11,Seattle Mariners,4,9,Los Angeles Angels,Los Angeles Angels,Seattle Mariners,9,4,9-4
717810,2023-06-11,Boston Red Sox,3,2,New York Yankees,Boston Red Sox,New York Yankees,3,2,3-2
717790,2023-06-12,Atlanta Braves,5,6,Detroit Tigers,Detroit Tigers,Atlanta Braves,6,5,6-5
717794,2023-06-12,Colorado Rockies,4,3,Boston Red Sox,Colorado Rockies,Boston Red Sox,4,3,4-3
717791,2023-06-12,San Francisco Giants,4,3,St. Louis Cardinals,San Francisco Giants,St. Louis Cardinals,4,3,4-3
717792,2023-06-12,Los Angeles Angels,9,6,Texas Rangers,Los Angeles Angels,Texas Rangers,9,6,9-6
717793,2023-06-12,Cincinnati Reds,5,4,Kansas City Royals,Cincinnati Reds,Kansas City Royals,5,4,5-4
717789,2023-06-12,Tampa Bay Rays,3,4,Oakland Athletics,Oakland Athletics,Tampa Bay Rays,4,3,4-3
717785,2023-06-12,Philadelphia Phillies,8,9,Arizona Diamondbacks,Arizona Diamondbacks,Philadelphia Phillies,9,8,9-8
717786,2023-06-12,Miami Marlins,1,8,Seattle Mariners,Seattle Mariners,Miami Marlins,8,1,8-1
717787,2023-06-13,Toronto Blue Jays,6,11,Baltimore Orioles,Baltimore Orioles,Toronto Blue Jays,11,6,11-6
717788,2023-06-13,Colorado Rockies,7,6,Boston Red Sox,Colorado Rockies,Boston Red Sox,7,6,7-6
717779,2023-06-13,New York Yankees,7,6,New York Mets,New York Yankees,New York Mets,7,6,7-6
717783,2023-06-13,Milwaukee Brewers,5,7,Minnesota Twins,Minnesota Twins,Milwaukee Brewers,7,5,7-5
717781,2023-06-13,San Francisco Giants,11,3,St. Louis Cardinals,San Francisco Giants,St. Louis Cardinals,11,3,11-3
717782,2023-06-13,Pittsburgh Pirates,3,11,Chicago Cubs,Chicago Cubs,Pittsburgh Pirates,11,3,11-3
717780,2023-06-13,Los Angeles Angels,7,3,Texas Rangers,Los Angeles Angels,Texas Rangers,7,3,7-3
717777,2023-06-13,Cincinnati Reds,5,4,Kansas City Royals,Cincinnati Reds,Kansas City Royals,5,4,5-4
717778,2023-06-13,Washington Nationals,1,6,Houston Astros,Houston Astros,Washington Nationals,6,1,6-1
717772,2023-06-13,Cleveland Guardians,3,6,San Diego Padres,San Diego Padres,Cleveland Guardians,6,3,6-3
717774,2023-06-13,Tampa Bay Rays,1,2,Oakland Athletics,Oakland Athletics,Tampa Bay Rays,2,1,2-1
717775,2023-06-13,Philadelphia Phillies,15,3,Arizona Diamondbacks,Philadelphia Phillies,Arizona Diamondbacks,15,3,15-3
717773,2023-06-13,Miami Marlins,3,9,Seattle Mariners,Seattle Mariners,Miami Marlins,9,3,9-3
717776,2023-06-13,Chicago White Sox,1,5,Los Angeles Dodgers,Los Angeles Dodgers,Chicago White Sox,5,1,5-1
717770,2023-06-14,Atlanta Braves,10,7,Detroit Tigers,Atlanta Braves,Detroit Tigers,10,7,10-7
717784,2023-06-14,Atlanta Braves,6,5,Detroit Tigers,Atlanta Braves,Detroit Tigers,6,5,6-5
717771,2023-06-14,Milwaukee Brewers,2,4,Minnesota Twins,Minnesota Twins,Milwaukee Brewers,4,2,4-2
717767,2023-06-14,San Francisco Giants,8,5,St. Louis Cardinals,San Francisco Giants,St. Louis Cardinals,8,5,8-5
717769,2023-06-14,Toronto Blue Jays,3,1,Baltimore Orioles,Toronto Blue Jays,Baltimore Orioles,3,1,3-1
717768,2023-06-14,Colorado Rockies,3,6,Boston Red Sox,Boston Red Sox,Colorado Rockies,6,3,6-3
717766,2023-06-14,New York Yankees,3,4,New York Mets,New York Mets,New York Yankees,4,3,4-3
717763,2023-06-14,Pittsburgh Pirates,6,10,Chicago Cubs,Chicago Cubs,Pittsburgh Pirates,10,6,10-6
717765,2023-06-14,Los Angeles Angels,3,6,Texas Rangers,Texas Rangers,Los Angeles Angels,6,3,6-3
717764,2023-06-14,Cincinnati Reds,7,4,Kansas City Royals,Cincinnati Reds,Kansas City Royals,7,4,7-4
717762,2023-06-14,Washington Nationals,4,5,Houston Astros,Houston Astros,Washington Nationals,5,4,5-4
717758,2023-06-14,Cleveland Guardians,0,5,San Diego Padres,San Diego Padres,Cleveland Guardians,5,0,5-0
717761,2023-06-14,Tampa Bay Rays,6,3,Oakland Athletics,Tampa Bay Rays,Oakland Athletics,6,3,6-3
717757,2023-06-14,Philadelphia Phillies,4,3,Arizona Diamondbacks,Philadelphia Phillies,Arizona Diamondbacks,4,3,4-3
717759,2023-06-14,Miami Marlins,4,1,Seattle Mariners,Miami Marlins,Seattle Mariners,4,1,4-1
717760,2023-06-14,Chicago White Sox,8,4,Los Angeles Dodgers,Chicago White Sox,Los Angeles Dodgers,8,4,8-4
717753,2023-06-15,Toronto Blue Jays,2,4,Baltimore Orioles,Baltimore Orioles,Toronto Blue Jays,4,2,4-2
717756,2023-06-15,Tampa Bay Rays,4,3,Oakland Athletics,Tampa Bay Rays,Oakland Athletics,4,3,4-3
717755,2023-06-15,Philadelphia Phillies,5,4,Arizona Diamondbacks,Philadelphia Phillies,Arizona Diamondbacks,5,4,5-4
717752,2023-06-15,Detroit Tigers,8,4,Minnesota Twins,Detroit Tigers,Minnesota Twins,8,4,8-4
717754,2023-06-15,Colorado Rockies,3,8,Atlanta Braves,Atlanta Braves,Colorado Rockies,8,3,8-3
717747,2023-06-15,Pittsburgh Pirates,2,7,Chicago Cubs,Chicago Cubs,Pittsburgh Pirates,7,2,7-2
717751,2023-06-15,Los Angeles Angels,5,3,Texas Rangers,Los Angeles Angels,Texas Rangers,5,3,5-3
717746,2023-06-15,Washington Nationals,4,1,Houston Astros,Washington Nationals,Houston Astros,4,1,4-1
717750,2023-06-15,Cleveland Guardians,8,6,San Diego Padres,Cleveland Guardians,San Diego Padres,8,6,8-6
717748,2023-06-15,Chicago White Sox,4,5,Los Angeles Dodgers,Los Angeles Dodgers,Chicago White Sox,5,4,5-4
717744,2023-06-16,Baltimore Orioles,3,10,Chicago Cubs,Chicago Cubs,Baltimore Orioles,10,3,10-3
717749,2023-06-16,Miami Marlins,6,5,Washington Nationals,Miami Marlins,Washington Nationals,6,5,6-5
717743,2023-06-16,St. Louis Cardinals,1,6,New York Mets,New York Mets,St. Louis Cardinals,6,1,6-1
717742,2023-06-16,New York Yankees,5,15,Boston Red Sox,Boston Red Sox,New York Yankees,15,5,15-5
717745,2023-06-16,Colorado Rockies,1,8,Atlanta Braves,Atlanta Braves,Colorado Rockies,8,1,8-1
717741,2023-06-16,Toronto Blue Jays,2,1,Texas Rangers,Toronto Blue Jays,Texas Rangers,2,1,2-1
717737,2023-06-16,Cincinnati Reds,2,1,Houston Astros,Cincinnati Reds,Houston Astros,2,1,2-1
717736,2023-06-16,Los Angeles Angels,3,0,Kansas City Royals,Los Angeles Angels,Kansas City Royals,3,0,3-0
717738,2023-06-16,Detroit Tigers,7,1,Minnesota Twins,Detroit Tigers,Minnesota Twins,7,1,7-1
717740,2023-06-16,Pittsburgh Pirates,4,5,Milwaukee Brewers,Milwaukee Brewers,Pittsburgh Pirates,5,4,5-4
717739,2023-06-16,Cleveland Guardians,1,5,Arizona Diamondbacks,Arizona Diamondbacks,Cleveland Guardians,5,1,5-1
717732,2023-06-16,Tampa Bay Rays,6,2,San Diego Padres,Tampa Bay Rays,San Diego Padres,6,2,6-2
717735,2023-06-16,Philadelphia Phillies,6,1,Oakland Athletics,Philadelphia Phillies,Oakland Athletics,6,1,6-1
717731,2023-06-16,San Francisco Giants,7,5,Los Angeles Dodgers,San Francisco Giants,Los Angeles Dodgers,7,5,7-5
717733,2023-06-16,Chicago White Sox,2,3,Seattle Mariners,Seattle Mariners,Chicago White Sox,3,2,3-2
717728,2023-06-17,Detroit Tigers,0,2,Minnesota Twins,Minnesota Twins,Detroit Tigers,2,0,2-0
717729,2023-06-17,Baltimore Orioles,2,3,Chicago Cubs,Chicago Cubs,Baltimore Orioles,3,2,3-2
717723,2023-06-17,Toronto Blue Jays,2,4,Texas Rangers,Texas Rangers,Toronto Blue Jays,4,2,4-2
717734,2023-06-17,Miami Marlins,5,2,Washington Nationals,Miami Marlins,Washington Nationals,5,2,5-2
717725,2023-06-17,Philadelphia Phillies,3,2,Oakland Athletics,Philadelphia Phillies,Oakland Athletics,3,2,3-2
717727,2023-06-17,Cincinnati Reds,10,3,Houston Astros,Cincinnati Reds,Houston Astros,10,3,10-3
717726,2023-06-17,Los Angeles Angels,9,10,Kansas City Royals,Kansas City Royals,Los Angeles Angels,10,9,10-9
717718,2023-06-17,St. Louis Cardinals,5,3,New York Mets,St. Louis Cardinals,New York Mets,5,3,5-3
717724,2023-06-17,Colorado Rockies,2,10,Atlanta Braves,Atlanta Braves,Colorado Rockies,10,2,10-2
717722,2023-06-17,Chicago White Sox,4,3,Seattle Mariners,Chicago White Sox,Seattle Mariners,4,3,4-3
717720,2023-06-17,Pittsburgh Pirates,0,5,Milwaukee Brewers,Milwaukee Brewers,Pittsburgh Pirates,5,0,5-0
717717,2023-06-17,Tampa Bay Rays,0,2,San Diego Padres,San Diego Padres,Tampa Bay Rays,2,0,2-0
717721,2023-06-17,San Francisco Giants,15,0,Los Angeles Dodgers,San Francisco Giants,Los Angeles Dodgers,15,0,15-0
717719,2023-06-17,Cleveland Guardians,3,6,Arizona Diamondbacks,Arizona Diamondbacks,Cleveland Guardians,6,3,6-3
717708,2023-06-18,Baltimore Orioles,6,3,Chicago Cubs,Baltimore Orioles,Chicago Cubs,6,3,6-3
717716,2023-06-18,Colorado Rockies,6,14,Atlanta Braves,Atlanta Braves,Colorado Rockies,14,6,14-6
717714,2023-06-18,Miami Marlins,4,2,Washington Nationals,Miami Marlins,Washington Nationals,4,2,4-2
717730,2023-06-18,New York Yankees,2,6,Boston Red Sox,Boston Red Sox,New York Yankees,6,2,6-2
717715,2023-06-18,New York Yankees,1,4,Boston Red Sox,Boston Red Sox,New York Yankees,4,1,4-1
717713,2023-06-18,St. Louis Cardinals,8,7,New York Mets,St. Louis Cardinals,New York Mets,8,7,8-7
717707,2023-06-18,Cincinnati Reds,9,7,Houston Astros,Cincinnati Reds,Houston Astros,9,7,9-7
717712,2023-06-18,Los Angeles Angels,5,2,Kansas City Royals,Los Angeles Angels,Kansas City Royals,5,2,5-2
717711,2023-06-18,Detroit Tigers,6,4,Minnesota Twins,Detroit Tigers,Minnesota Twins,6,4,6-4
717710,2023-06-18,Pittsburgh Pirates,2,5,Milwaukee Brewers,Milwaukee Brewers,Pittsburgh Pirates,5,2,5-2
717709,2023-06-18,Toronto Blue Jays,7,11,Texas Rangers,Texas Rangers,Toronto Blue Jays,11,7,11-7
717705,2023-06-18,Philadelphia Phillies,3,2,Oakland Athletics,Philadelphia Phillies,Oakland Athletics,3,2,3-2
717706,2023-06-18,Cleveland Guardians,12,3,Arizona Diamondbacks,Cleveland Guardians,Arizona Diamondbacks,12,3,12-3
717702,2023-06-18,San Francisco Giants,7,3,Los Angeles Dodgers,San Francisco Giants,Los Angeles Dodgers,7,3,7-3
717703,2023-06-18,Tampa Bay Rays,4,5,San Diego Padres,San Diego Padres,Tampa Bay Rays,5,4,5-4
717704,2023-06-18,Chicago White Sox,1,5,Seattle Mariners,Seattle Mariners,Chicago White Sox,5,1,5-1
717699,2023-06-19,St. Louis Cardinals,8,6,Washington Nationals,St. Louis Cardinals,Washington Nationals,8,6,8-6
717692,2023-06-19,Kansas City Royals,4,6,Detroit Tigers,Detroit Tigers,Kansas City Royals,6,4,6-4
717700,2023-06-19,Toronto Blue Jays,0,11,Miami Marlins,Miami Marlins,Toronto Blue Jays,11,0,11-0
717698,2023-06-19,Chicago Cubs,8,0,Pittsburgh Pirates,Chicago Cubs,Pittsburgh Pirates,8,0,8-0
717701,2023-06-19,Colorado Rockies,4,5,Cincinnati Reds,Cincinnati Reds,Colorado Rockies,5,4,5-4
717693,2023-06-19,Boston Red Sox,9,3,Minnesota Twins,Boston Red Sox,Minnesota Twins,9,3,9-3
717694,2023-06-19,New York Mets,11,1,Houston Astros,New York Mets,Houston Astros,11,1,11-1
717695,2023-06-19,Texas Rangers,5,2,Chicago White Sox,Texas Rangers,Chicago White Sox,5,2,5-2
717696,2023-06-19,Arizona Diamondbacks,9,1,Milwaukee Brewers,Arizona Diamondbacks,Milwaukee Brewers,9,1,9-1
717697,2023-06-19,San Diego Padres,4,7,San Francisco Giants,San Francisco Giants,San Diego Padres,7,4,7-4
717681,2023-06-20,Kansas City Royals,1,0,Detroit Tigers,Kansas City Royals,Detroit Tigers,1,0,1-0
717687,2023-06-20,Baltimore Orioles,8,6,Tampa Bay Rays,Baltimore Orioles,Tampa Bay Rays,8,6,8-6
717689,2023-06-20,Atlanta Braves,4,2,Philadelphia Phillies,Atlanta Braves,Philadelphia Phillies,4,2,4-2
717690,2023-06-20,Toronto Blue Jays,2,0,Miami Marlins,Toronto Blue Jays,Miami Marlins,2,0,2-0
717686,2023-06-20,Chicago Cubs,4,0,Pittsburgh Pirates,Chicago Cubs,Pittsburgh Pirates,4,0,4-0
717691,2023-06-20,St. Louis Cardinals,9,3,Washington Nationals,St. Louis Cardinals,Washington Nationals,9,3,9-3
717684,2023-06-20,Seattle Mariners,1,3,New York Yankees,New York Yankees,Seattle Mariners,3,1,3-1
717685,2023-06-20,Colorado Rockies,6,8,Cincinnati Reds,Cincinnati Reds,Colorado Rockies,8,6,8-6
717679,2023-06-20,Oakland Athletics,2,3,Cleveland Guardians,Cleveland Guardians,Oakland Athletics,3,2,3-2
717683,2023-06-20,Boston Red Sox,10,4,Minnesota Twins,Boston Red Sox,Minnesota Twins,10,4,10-4
717682,2023-06-20,New York Mets,2,4,Houston Astros,Houston Astros,New York Mets,4,2,4-2
717675,2023-06-20,Texas Rangers,6,7,Chicago White Sox,Chicago White Sox,Texas Rangers,7,6,7-6
717680,2023-06-20,Arizona Diamondbacks,5,7,Milwaukee Brewers,Milwaukee Brewers,Arizona Diamondbacks,7,5,7-5
717688,2023-06-20,San Diego Padres,3,4,San Francisco Giants,San Francisco Giants,San Diego Padres,4,3,4-3
717678,2023-06-20,Los Angeles Dodgers,2,0,Los Angeles Angels,Los Angeles Dodgers,Los Angeles Angels,2,0,2-0
717677,2023-06-21,Baltimore Orioles,2,7,Tampa Bay Rays,Tampa Bay Rays,Baltimore Orioles,7,2,7-2
717676,2023-06-21,Toronto Blue Jays,6,3,Miami Marlins,Toronto Blue Jays,Miami Marlins,6,3,6-3
717669,2023-06-21,Colorado Rockies,3,5,Cincinnati Reds,Cincinnati Reds,Colorado Rockies,5,3,5-3
717671,2023-06-21,Chicago Cubs,8,3,Pittsburgh Pirates,Chicago Cubs,Pittsburgh Pirates,8,3,8-3
717668,2023-06-21,Kansas City Royals,4,9,Detroit Tigers,Detroit Tigers,Kansas City Royals,9,4,9-4
717670,2023-06-21,New York Mets,8,10,Houston Astros,Houston Astros,New York Mets,10,8,10-8
717672,2023-06-21,Arizona Diamondbacks,5,1,Milwaukee Brewers,Arizona Diamondbacks,Milwaukee Brewers,5,1,5-1
717673,2023-06-21,St. Louis Cardinals,0,3,Washington Nationals,Washington Nationals,St. Louis Cardinals,3,0,3-0
717666,2023-06-21,Seattle Mariners,2,4,New York Yankees,New York Yankees,Seattle Mariners,4,2,4-2
717663,2023-06-21,Oakland Athletics,6,7,Cleveland Guardians,Cleveland Guardians,Oakland Athletics,7,6,7-6
717665,2023-06-21,Boston Red Sox,4,5,Minnesota Twins,Minnesota Twins,Boston Red Sox,5,4,5-4
717667,2023-06-21,Texas Rangers,6,3,Chicago White Sox,Texas Rangers,Chicago White Sox,6,3,6-3
717662,2023-06-21,Los Angeles Dodgers,2,0,Los Angeles Angels,Los Angeles Dodgers,Los Angeles Angels,2,0,2-0
717674,2023-06-21,San Diego Padres,2,4,San Francisco Giants,San Francisco Giants,San Diego Padres,4,2,4-2
717847,2023-06-22,Arizona Diamondbacks,5,3,Washington Nationals,Arizona Diamondbacks,Washington Nationals,5,3,5-3
717657,2023-06-22,Atlanta Braves,5,1,Philadelphia Phillies,Atlanta Braves,Philadelphia Phillies,5,1,5-1
717660,2023-06-22,Oakland Athletics,1,6,Cleveland Guardians,Cleveland Guardians,Oakland Athletics,6,1,6-1
717658,2023-06-22,Boston Red Sox,0,6,Minnesota Twins,Minnesota Twins,Boston Red Sox,6,0,6-0
717661,2023-06-22,San Diego Padres,10,0,San Francisco Giants,San Diego Padres,San Francisco Giants,10,0,10-0
717659,2023-06-22,Kansas City Royals,6,5,Tampa Bay Rays,Kansas City Royals,Tampa Bay Rays,6,5,6-5
717654,2023-06-22,Pittsburgh Pirates,4,6,Miami Marlins,Miami Marlins,Pittsburgh Pirates,6,4,6-4
717652,2023-06-22,Seattle Mariners,10,2,New York Yankees,Seattle Mariners,New York Yankees,10,2,10-2
717649,2023-06-23,Kansas City Royals,3,11,Tampa Bay Rays,Tampa Bay Rays,Kansas City Royals,11,3,11-3
717647,2023-06-23,Minnesota Twins,4,1,Detroit Tigers,Minnesota Twins,Detroit Tigers,4,1,4-1
717650,2023-06-23,Atlanta Braves,10,11,Cincinnati Reds,Cincinnati Reds,Atlanta Braves,11,10,11-10
717653,2023-06-23,Pittsburgh Pirates,3,1,Miami Marlins,Pittsburgh Pirates,Miami Marlins,3,1,3-1
717651,2023-06-23,Seattle Mariners,13,1,Baltimore Orioles,Seattle Mariners,Baltimore Orioles,13,1,13-1
717656,2023-06-23,New York Mets,1,5,Philadelphia Phillies,Philadelphia Phillies,New York Mets,5,1,5-1
717655,2023-06-23,Texas Rangers,4,2,New York Yankees,Texas Rangers,New York Yankees,4,2,4-2
717646,2023-06-23,Oakland Athletics,5,4,Toronto Blue Jays,Oakland Athletics,Toronto Blue Jays,5,4,5-4
717648,2023-06-23,Milwaukee Brewers,7,1,Cleveland Guardians,Milwaukee Brewers,Cleveland Guardians,7,1,7-1
717645,2023-06-23,Boston Red Sox,3,1,Chicago White Sox,Boston Red Sox,Chicago White Sox,3,1,3-1
717644,2023-06-23,Los Angeles Angels,4,7,Colorado Rockies,Colorado Rockies,Los Angeles Angels,7,4,7-4
717642,2023-06-23,Washington Nationals,3,13,San Diego Padres,San Diego Padres,Washington Nationals,13,3,13-3
717643,2023-06-23,Houston Astros,2,3,Los Angeles Dodgers,Los Angeles Dodgers,Houston Astros,3,2,3-2
717641,2023-06-23,Arizona Diamondbacks,5,8,San Francisco Giants,San Francisco Giants,Arizona Diamondbacks,8,5,8-5
717637,2023-06-24,Chicago Cubs,9,1,St. Louis Cardinals,Chicago Cubs,St. Louis Cardinals,9,1,9-1
717628,2023-06-24,Seattle Mariners,4,6,Baltimore Orioles,Baltimore Orioles,Seattle Mariners,6,4,6-4
717639,2023-06-24,Arizona Diamondbacks,6,7,San Francisco Giants,San Francisco Giants,Arizona Diamondbacks,7,6,7-6
717635,2023-06-24,New York Mets,4,2,Philadelphia Phillies,New York Mets,Philadelphia Phillies,4,2,4-2
717636,2023-06-24,Texas Rangers,0,1,New York Yankees,New York Yankees,Texas Rangers,1,0,1-0
717634,2023-06-24,Oakland Athletics,3,7,Toronto Blue Jays,Toronto Blue Jays,Oakland Athletics,7,3,7-3
717632,2023-06-24,Kansas City Royals,9,4,Tampa Bay Rays,Kansas City Royals,Tampa Bay Rays,9,4,9-4
717631,2023-06-24,Atlanta Braves,7,6,Cincinnati Reds,Atlanta Braves,Cincinnati Reds,7,6,7-6
717629,2023-06-24,Boston Red Sox,4,5,Chicago White Sox,Chicago White Sox,Boston Red Sox,5,4,5-4
717630,2023-06-24,Pittsburgh Pirates,3,4,Miami Marlins,Miami Marlins,Pittsburgh Pirates,4,3,4-3
717625,2023-06-24,Milwaukee Brewers,2,4,Cleveland Guardians,Cleveland Guardians,Milwaukee Brewers,4,2,4-2
717626,2023-06-24,Houston Astros,7,8,Los Angeles Dodgers,Los Angeles Dodgers,Houston Astros,8,7,8-7
717633,2023-06-24,Minnesota Twins,2,3,Detroit Tigers,Detroit Tigers,Minnesota Twins,3,2,3-2
717638,2023-06-24,Washington Nationals,2,0,San Diego Padres,Washington Nationals,San Diego Padres,2,0,2-0
717640,2023-06-24,Los Angeles Angels,25,1,Colorado Rockies,Los Angeles Angels,Colorado Rockies,25,1,25-1
717623,2023-06-25,Chicago Cubs,5,7,St. Louis Cardinals,St. Louis Cardinals,Chicago Cubs,7,5,7-5
717621,2023-06-25,Minnesota Twins,6,3,Detroit Tigers,Minnesota Twins,Detroit Tigers,6,3,6-3
717627,2023-06-25,Seattle Mariners,2,3,Baltimore Orioles,Baltimore Orioles,Seattle Mariners,3,2,3-2
717624,2023-06-25,New York Mets,6,7,Philadelphia Phillies,Philadelphia Phillies,New York Mets,7,6,7-6
717622,2023-06-25,Texas Rangers,3,5,New York Yankees,New York Yankees,Texas Rangers,5,3,5-3
717617,2023-06-25,Oakland Athletics,1,12,Toronto Blue Jays,Toronto Blue Jays,Oakland Athletics,12,1,12-1
717619,2023-06-25,Kansas City Royals,1,3,Tampa Bay Rays,Tampa Bay Rays,Kansas City Royals,3,1,3-1
717618,2023-06-25,Atlanta Braves,7,6,Cincinnati Reds,Atlanta Braves,Cincinnati Reds,7,6,7-6
717620,2023-06-25,Pittsburgh Pirates,0,2,Miami Marlins,Miami Marlins,Pittsburgh Pirates,2,0,2-0
717613,2023-06-25,Milwaukee Brewers,5,4,Cleveland Guardians,Milwaukee Brewers,Cleveland Guardians,5,4,5-4
717614,2023-06-25,Boston Red Sox,1,4,Chicago White Sox,Chicago White Sox,Boston Red Sox,4,1,4-1
717616,2023-06-25,Los Angeles Angels,3,4,Colorado Rockies,Colorado Rockies,Los Angeles Angels,4,3,4-3
717612,2023-06-25,Arizona Diamondbacks,5,2,San Francisco Giants,Arizona Diamondbacks,San Francisco Giants,5,2,5-2
717610,2023-06-25,Washington Nationals,8,3,San Diego Padres,Washington Nationals,San Diego Padres,8,3,8-3
